,tweet,class
9397,"b""Maybe if you opened your eyes you 'd see that I did .""",noHate
9398,b'http://aangirfan.blogspot.com/2009/1...ual-abuse.html',noHate
9399,"b""It 's summer and I have a lot of time on my hands with a work break .""",noHate
9400,"b'Green Eyes are beautiful My grandfather has Green eyes , ( grandmother had brown ) My parents got Brown eyes So I also have brown .'",noHate
9401,b'there was nothing left from the ancient macedonians when the Slavs arrived ... their trace was lost long before the slavic invasions took place',noHate
9402,b'I just have to study for three and a half more years until I start working on a masters in electrical engineering Feels like it never ends .',noHate
9403,b'They will eventually kill off the whites and go back to the jungle ways .',hate
9404,"b""I 've seen University of Cape Town 's website and checked how many white students they have , about 40 % .""",noHate
9405,b'26 5feet 8 inches dark blonde hazel/green eyes 155 lbs babyface',noHate
9406,b'You need a class 3 dealer license to own a machine gun .',noHate
9407,"b'I also have Google Chrome , IE , Opera .'",noHate
9408,b'Call the jackass and tell him about hundreds of thousands of foreign nationals who have invaded our country and laid seige to our cities on May 1 .',hate
9409,b'I also dont drink and drive .',noHate
9410,"b""Perhaps the proud indigenous inhabitants of Dublin do n't want their culture ' enriching ' ( ruining ) with tripe like this .""",hate
9411,"b'Hey, do you think we are going to get into a fight between European countries about who all are going to get those Guantanamo prisoners ?'",noHate
9412,"b'The first and most absolute priority is maintaining core body temperature , a 100 bucks will do that .'",noHate
9413,"b'I think the Klan was best as a social club , the whole militant thing tends to turn people off and makes them look crazy'",noHate
9414,"b""If they do n't find a way to kick out the brown cloud that 's already there the Danish gene pool is lost .""",hate
9415,b'Around 5 % of Estonians singing on one stage .',noHate
9416,"b'I find it funny that people here spend their time trying to figure out if Spaniards , Ukrainians , Portuguese , Italians , and Russians are white enough .'",noHate
9417,"b""I can care less who 's better then who .""",noHate
9418,b'This is because much of the disenfranchisement is by way of destroying White cultural identity and pride .',noHate
9419,"b""This is also a great place for news that you wo n't find anywhere else ; heartbreaking as it may be .""",noHate
9420,b'Teacher caught selling drugs at school .',noHate
9421,b'Has anyone ever tried to get one of these ads on talk radio ?',noHate
9422,b'Ireland is a strange place for ethnics as there is no pakis But there main ethnic problem is Chinese and Africans Did not see much race mixing among men when I was over last time',noHate
9423,"b'POLICE ARREST MOORE STREET , DUBLIN CITY CENTRE - 1 - YouTube http://www.youtube.com/watch ? v = LY-6O4ChVA8 Wait till the blacks riot and and attack cops i give a few years and they will be full scale black riots in Ireland .'",hate
9424,"b'Intelligent parents usually have intelligent kids the same as when two good looking people procreate , it usually results in good looking kids , more genetic than luck .'",noHate
9425,b'Wonder if food stamps would cover s * * t for them in America and we could not have a food shortage of real food ?',noHate
9426,"b""He's 6 ' 4 too .""",noHate
9427,"b""where can i get more info on PU , like how big it is and stuff ? also want to get some better info on `` natiocracy '' and `` social nationalism ''""",noHate
9428,"b'Ever notice the way the mechanisations of the state , always side with their anti-fascist NWO goffers ?'",noHate
9429,b'Victims of Illegal Alien Crime http://www.voiac.org/report.php REPORT A CRIME .',noHate
9430,"b'ANY poster on here that does not accept White Genocide is our NUMBER ONE priority is either delusional , still partly brain washed or likes to eat Bagels .'",noHate
9431,b'I went out with an old friend the other day for a few drinks .',noHate
9432,"b""Now they 'll start searching people before they can board a bus , or they 'll be installing metal detectors at the bus terminals .""",noHate
9433,b'You educate your kids your way and let others do the same .',noHate
9434,"b'Austrians and Dutch people are darker than the British , many of them with dark hair and brown eyes .'",noHate
9435,b'A paper plate .',noHate
9436,b'May they be put away for good .',hate
9437,b'Theres a wealth of information and alot of great people on here .',noHate
9438,b'Well I wonder if its started messing with the daughter yet .',hate
9439,"b'I find it funny that blacks find their own women disgusting , but i find it even more disgusting that because of this they go after white women , and are usually successful , its good to see a white girl tell one off .'",hate
9440,"b'In Eternal Combat with that Satanic Spirit - The physical incarnation , creation of the Demiurge : The Jews .'",hate
9441,"b'Most white girls are taught and brainwashed to love black guys , only way is to properly educate them and show them what savages they truly are .'",hate
9442,b'Purchase both a 22 rifle and pistol .',noHate
9443,"b""Why did you say you were a member of the `` white knights '' when it appears your a member of the knights party ?""",noHate
9444,b'I met and saw a lot of these teachers who worked in these all black schools and some of their horror stories .',noHate
9445,b'We need to figure out how to make these products on a small scale for the White Nationalist community so we are not stuck buying from anti-White companies .',noHate
9446,b'It is a wonder that no scientist has thought it an amazing resemblance and wanted to do more tests .',noHate
9447,b'Commited Revolutionaries .',noHate
9448,b'I have long loved Tchaikovsky ballets and Mussorgsky operas and now I enjoy Russian traditional music as well .',noHate
9449,b'I have heard that if a person uses normal bullets for target practicing and suddenly changes to FMJ bullet then he experiences performance degrade .',noHate
9450,"b'I bet all the Ted Pike stuff is on the ADL hit list , look for that to start disappearing down the memory hole .'",noHate
9451,b'The treatment of ethnic Germans in both the east and west after the German surrender is the real genocide that no one wants to talk about .',noHate
9452,b'You are going to have to make this decision on your own .',noHate
9453,b'I don`t listen radio at all .',noHate
9454,b'http://www.spamlaws.com/state/summary.html the site lists all 50 states I believe .',noHate
9455,b'I was expecting more location-type questions .',noHate
9456,b'When I started learning about Hitler in school and I was possessed with trying to find out if I was Aryan .',noHate
9457,b'And they really are quite a frustrated group .',noHate
9458,"b""`` Work harder white boy , my brother needs a new truck '' .""",noHate
9459,b'Whites are supposed to ignore this ?',noHate
9460,"b'the.PLE.objectives ( helping.establish.young.whites/families.in.housing , jobs.etc. ) .Both.my.Brother. & .I .are.very.interested.in.your.program.'",noHate
9461,"b""There's enough oil for a few hundred more years actually .""",noHate
9462,b'Great image of the Jew as a poisonous mushroom .',hate
9463,b'The jews in Hollywood would almost be happy about that',noHate
9464,b'I find that video disturbing at best .',noHate
9465,"b""Do n't make me start copy and pasting DOJ statistics .""",noHate
9466,"b""If you ever want to just talk to a White activist that is n't a skin , just PM me or AOL : NeoBioCP3 Regards , Kyle""",noHate
9467,b'If only we had more friends that we could count on through thick and thin like balije .',noHate
9468,b'Then we will create a Marxist style school system to further dumb them down and reduce them to obedient global citizens .',hate
9469,b'Would you have been arrested if you shot them/killed them on your own property ?',noHate
9470,b'C.N.N. Had story about this case today and said White Nationalist are using the story to help recruit people for there cause .',noHate
